,,ANGER,FEAR,SADNESS,JOY,DISGUST,TRUST,SURPRISE,ANTICIPATION,POSITIVE,NEGATIVE
VB,expire,0,0,0,0,0,0,0,0,0,0
VB,explain,0,0,0,0,0,0,0,0,0,0
VB,explode,1,1,1,0,0,0,1,0,0,1
VB,explore,0,0,0,0,0,0,0,0,0,0
VB,expose,0,0,0,0,0,0,0,1,0,0
VB,exterminate,0,1,1,0,0,0,0,0,0,1
VB,extinguish,1,0,0,0,0,0,0,0,0,1
VB,extricate,0,0,0,0,0,0,0,1,0,0
VB,eyewitness,0,0,0,0,0,1,0,0,1,0
VB,fail,1,1,1,0,0,0,0,1,0,1
VB,faint,0,1,1,0,0,0,1,0,0,1
VB,fall,0,0,0,0,0,0,0,0,0,0
VB,falsify,0,0,0,0,1,0,0,0,0,1
VB,falter,0,1,0,0,0,0,0,0,0,1
VB,fancy,0,0,0,0,0,0,0,1,0,0
VB,farm,0,0,0,0,0,0,0,0,0,0
VB,fast,0,0,0,0,0,0,0,0,0,0
VB,fat,0,0,0,0,0,0,0,0,0,0
VB,fate,0,0,0,0,0,0,0,1,0,0
VB,father,0,0,0,0,0,0,0,0,0,0
VB,fatigue,0,0,1,0,0,0,0,0,0,1
VB,fault,0,0,1,0,0,0,0,0,0,1
VB,fear,1,1,0,0,0,0,0,0,0,1
VB,fee,0,0,0,0,0,0,0,0,0,0
VB,feel,0,0,0,0,0,0,0,0,0,0
VB,fell,0,0,0,0,0,0,0,0,0,0
VB,fence,1,0,0,0,0,0,0,0,0,1
VB,ferment,0,0,0,0,0,0,0,1,0,0
VB,fete,0,0,0,1,0,0,1,1,1,0
VB,feud,1,0,0,0,0,0,0,0,0,1
VB,fib,1,0,0,0,0,0,0,0,0,1
VB,fight,1,1,0,0,0,0,0,0,0,1
VB,fill,0,0,0,0,0,0,0,0,0,0
VB,find,0,0,0,0,0,0,0,0,0,0
VB,fire,0,1,0,0,0,0,0,0,0,1
VB,fits,0,0,0,0,0,0,0,0,0,0
VB,fix,0,0,0,0,0,0,0,0,0,0
VB,flatter,0,0,0,0,1,0,0,0,0,1
VB,flaw,0,0,1,0,0,0,0,0,0,1
VB,flee,0,1,0,0,0,0,0,0,0,1
VB,fleece,1,0,1,0,1,0,0,0,0,1
VB,flesh,0,0,0,0,0,0,0,0,0,0
VB,flinch,0,1,1,0,1,0,0,1,0,1
VB,flirt,0,0,0,1,0,0,1,0,1,0
VB,flog,1,1,1,0,1,0,0,0,0,1
VB,flood,0,0,0,0,0,0,0,0,0,0
VB,flop,0,0,1,0,1,0,0,0,0,1
VB,flounder,0,0,1,0,0,0,0,0,0,1
VB,fly,0,0,0,0,0,0,0,0,0,0
VB,fool,0,0,0,0,1,0,0,0,0,1
VB,foot,0,0,0,0,0,0,0,0,0,0
VB,foray,1,0,0,0,0,0,0,0,0,1
VB,forbid,1,0,0,0,0,0,0,0,0,1
VB,force,1,1,0,0,0,0,0,0,0,1
VB,forearm,0,0,0,0,0,0,0,1,0,0
VB,forebode,0,0,0,0,0,0,0,1,0,0
VB,forecast,0,0,0,0,0,0,0,1,0,0
VB,foreclose,0,1,1,0,0,0,0,0,0,1
VB,foresee,0,0,0,0,0,0,0,1,0,0
VB,forewarn,0,1,0,0,0,0,0,1,0,1
VB,forfeit,1,0,1,0,0,0,0,0,0,1
VB,forget,0,0,0,0,0,0,0,0,0,0
VB,forgive,0,0,0,0,0,1,0,0,1,0
VB,form,0,0,0,0,0,0,0,0,0,0
VB,forsake,0,0,1,0,0,0,0,0,0,1
VB,fort,0,0,0,0,0,1,0,0,1,0
VB,foul,0,0,0,0,0,0,0,0,0,0
VB,frank,0,0,0,0,0,0,0,0,0,0
VB,fray,0,0,1,0,0,0,0,0,0,1
VB,fret,0,1,0,0,0,0,0,0,0,1
VB,fright,0,1,0,0,0,0,1,0,0,1
VB,frighten,0,1,0,0,0,0,1,0,0,1
VB,frolic,0,0,0,1,0,0,0,0,1,0
VB,frown,0,0,1,0,0,0,0,0,0,1
VB,frustrate,1,0,1,0,1,0,0,0,0,1
VB,fulfill,0,0,0,1,0,0,0,0,1,0
VB,fume,1,0,0,0,0,0,0,0,0,1
VB,funk,0,0,1,0,0,0,0,0,0,1
VB,furrow,0,0,0,0,0,0,0,0,0,0
VB,fuse,0,0,0,0,0,0,0,0,0,0
VB,fuss,0,1,0,0,0,0,0,0,0,1
VB,gag,0,0,0,0,1,0,0,0,0,1
VB,gage,0,0,0,0,0,1,0,0,1,0
VB,gain,0,0,0,0,0,0,0,1,0,0
VB,gall,1,0,0,0,1,0,0,0,0,1
VB,gamble,0,0,0,0,0,0,1,1,0,0
VB,gang,0,0,0,0,0,0,0,0,0,0
VB,gape,0,0,0,0,0,0,1,0,0,0
VB,garden,0,0,0,0,0,0,0,0,0,0
VB,garrison,0,0,0,0,0,0,0,0,0,0
VB,gash,0,1,0,0,0,0,0,0,0,1
VB,gasp,0,0,0,0,0,0,1,0,0,0
VB,gate,0,0,0,0,0,0,0,0,0,0
VB,gauge,0,0,0,0,0,0,0,0,0,0
VB,gawk,0,0,0,0,0,0,1,0,0,0
VB,gazette,0,0,0,0,0,0,0,0,0,0
VB,general,0,0,0,0,0,0,0,0,0,0
VB,ghost,0,1,0,0,0,0,0,0,0,1
VB,gift,0,0,0,1,0,0,1,0,1,0
VB,giggle,0,0,0,1,0,0,0,0,1,0
VB,glare,1,1,0,0,0,0,0,0,0,1
VB,glide,0,0,0,0,0,0,0,0,0,0
VB,glimmer,0,0,0,1,0,0,1,1,1,0
VB,glitter,0,0,0,0,0,0,0,0,0,0
VB,glorify,0,0,0,1,0,1,1,1,1,0
VB,glory,0,0,0,1,0,1,0,1,1,0
VB,glow,0,0,0,0,0,0,0,0,0,0
VB,glut,0,0,0,0,1,0,0,0,0,1
VB,gore,0,0,0,0,1,0,0,0,0,1
VB,gorge,0,0,0,0,1,0,0,0,0,1
VB,govern,0,0,0,0,0,0,0,0,0,0
VB,governess,0,0,0,0,0,0,0,0,0,0
VB,grab,0,0,0,0,0,0,0,0,0,0
VB,grant,0,0,0,0,0,0,0,1,0,0
VB,grasp,0,0,0,0,0,0,0,1,0,0
VB,grate,0,0,0,0,0,0,0,0,0,0
VB,gratify,0,0,0,1,0,0,1,0,1,0
VB,grave,0,0,0,0,0,0,0,0,0,0
VB,gravitate,0,0,0,0,0,0,0,1,0,0
VB,gray,0,0,0,0,0,0,0,0,0,0
VB,green,0,0,0,0,0,0,0,0,0,0
VB,greet,0,0,0,0,0,0,0,0,0,0
VB,grieve,0,1,1,0,0,0,0,0,0,1
VB,grime,0,0,0,0,1,0,0,0,0,1
VB,grin,0,0,0,0,1,0,0,0,0,1
VB,grit,0,0,0,0,0,0,0,0,0,0
VB,groan,0,0,1,0,1,0,0,0,0,1
VB,grope,0,1,0,0,1,0,0,0,0,1
VB,gross,0,0,0,0,0,0,0,0,0,0
VB,ground,0,0,0,0,0,0,0,0,0,0
VB,grow,0,0,0,0,0,0,0,0,0,0
VB,growl,1,1,0,0,0,0,0,0,0,1
VB,grudge,1,0,0,0,0,0,0,0,0,1
VB,grumble,1,0,0,0,1,0,0,0,0,1
VB,guarantee,0,0,0,0,0,1,0,0,1,0
VB,guard,0,0,0,0,0,1,0,0,1,0
VB,guess,0,0,0,0,0,0,0,0,0,0
VB,guide,0,0,0,0,0,1,0,0,1,0
VB,guillotine,1,1,0,0,1,0,0,1,0,1
VB,gulp,0,0,0,0,0,0,0,0,0,0
VB,gun,1,1,0,0,0,0,0,0,0,1
VB,gush,0,0,0,0,0,0,0,0,0,0
VB,gut,0,0,0,0,1,0,0,0,0,1
VB,gutter,0,0,0,0,0,0,0,0,0,0
VB,hail,0,0,0,0,0,1,0,0,1,0
VB,halter,1,1,1,0,0,0,0,0,0,1
VB,halting,0,0,0,0,0,0,0,0,0,0
VB,hamstring,0,0,0,0,0,0,0,0,0,0
VB,handicap,0,0,1,0,0,0,0,0,0,1
VB,hanging,0,0,0,0,0,0,0,0,0,0
VB,hankering,0,0,0,0,0,0,0,1,0,0
VB,hap,0,0,0,0,0,0,1,1,0,0
VB,happen,0,0,0,0,0,0,0,1,0,0
VB,harass,1,0,0,0,1,0,0,0,0,1
VB,harbinger,0,0,0,0,0,0,0,1,0,0
VB,harbor,0,0,0,0,0,1,0,0,1,0
VB,hardened,0,0,0,0,0,0,0,0,0,0
VB,harm,0,1,0,0,0,0,0,0,0,1
VB,harrow,0,0,0,0,0,0,0,0,0,0
VB,harry,1,0,1,0,0,0,0,0,0,1
VB,harvest,0,0,0,0,0,0,0,0,0,0
VB,hate,1,1,1,0,1,0,0,0,0,1
VB,haunt,0,1,0,0,0,0,0,0,0,1
VB,hawk,0,0,0,0,0,0,0,0,0,0
VB,hazard,0,1,0,0,0,0,0,0,0,1
VB,haze,0,1,0,0,0,0,0,0,0,1
VB,heal,0,0,0,1,0,0,0,1,1,0
VB,hear,0,0,0,0,0,0,0,0,0,0
VB,heft,0,0,0,0,0,0,0,0,0,0
VB,heighten,0,0,0,0,0,0,0,0,0,0
VB,hemorrhage,0,1,1,0,1,0,0,0,0,1
VB,hide,0,0,0,0,0,0,0,0,0,0
VB,hindering,0,0,1,0,0,0,0,0,0,1
VB,hire,0,0,0,0,0,0,0,0,0,0
VB,hiss,1,0,0,0,0,0,0,0,0,1
VB,hit,1,0,0,0,0,0,0,0,0,1
VB,hoax,1,0,1,0,1,0,1,0,0,1
VB,hog,0,0,0,0,1,0,0,0,0,1
VB,holiday,0,0,0,1,0,0,0,1,1,0
VB,hollow,0,0,0,0,0,0,0,0,0,0
VB,honeymoon,0,0,0,1,0,0,1,1,1,0
VB,honor,0,0,0,0,0,1,0,0,1,0
VB,hood,0,0,0,0,0,0,0,0,0,0
VB,hoot,1,0,0,0,1,0,0,0,0,1
VB,hope,0,0,0,1,0,0,1,1,1,0
VB,horrify,0,1,0,0,0,0,0,0,0,1
VB,horse,0,0,0,0,0,0,0,0,0,0
VB,howl,1,1,1,0,1,0,0,0,0,1
VB,huff,0,0,0,0,1,0,0,0,0,1
VB,hug,0,0,0,1,0,1,0,0,1,0
VB,hulk,0,0,0,0,0,0,0,0,0,0
VB,humble,0,0,1,0,1,0,0,0,0,1
VB,humbug,1,0,0,0,1,0,0,0,0,1
VB,humiliate,1,0,1,0,0,0,0,0,0,1
VB,hunt,0,0,0,0,0,0,0,0,0,0
VB,hurrah,0,0,0,1,0,0,0,0,1,0
VB,hurry,0,0,0,0,0,0,0,1,0,0
VB,hurt,1,1,1,0,0,0,0,0,0,1
VB,hymn,0,0,0,0,0,0,0,0,0,0
VB,hype,0,0,0,0,0,0,0,1,0,0
VB,hypertrophy,0,0,0,0,0,0,0,0,0,0
VB,illuminate,0,0,0,0,0,0,0,1,0,0
VB,immerse,0,0,0,0,0,0,0,0,0,0
VB,impart,0,0,0,0,0,0,0,0,0,0
VB,impeach,0,1,0,0,1,0,0,0,0,1
VB,impend,0,0,0,0,0,0,0,1,0,0
VB,implicate,0,0,0,0,0,0,0,0,0,0
VB,imprison,1,1,1,0,1,0,0,0,0,1
VB,improve,0,0,0,0,0,0,0,1,0,0
VB,improvise,0,0,0,0,0,0,0,0,0,0
VB,incase,0,0,0,0,0,0,0,0,0,0
VB,incense,0,0,0,0,0,0,0,0,0,0
VB,incite,0,0,0,0,0,0,0,1,0,0
VB,incline,0,0,0,0,0,0,0,0,0,0
VB,indent,0,0,0,0,0,0,0,0,0,0
VB,indenture,0,0,0,0,0,0,0,0,0,0
VB,indict,1,1,0,0,0,0,0,0,0,1
VB,infect,0,0,0,0,0,0,0,0,0,0
VB,inflict,1,1,1,0,0,0,0,0,0,1
VB,inform,0,0,0,0,0,0,0,0,0,0
VB,inhibit,1,0,1,0,1,0,0,0,0,1
VB,injure,1,1,1,0,0,0,0,0,0,1
VB,inspire,0,0,0,0,0,0,0,0,0,0
VB,install,0,0,0,0,0,0,0,0,0,0
VB,institute,0,0,0,0,0,0,0,0,0,0
VB,instruct,0,0,0,0,0,0,0,0,0,0
VB,insult,1,0,1,0,1,0,0,0,0,1
VB,insure,0,0,0,0,0,1,0,0,1,0
VB,intend,0,0,0,0,0,0,0,0,0,0
VB,inter,0,0,1,0,0,0,0,0,0,1
VB,intercede,0,0,0,0,0,0,0,0,0,0
VB,interest,0,0,0,0,0,0,0,0,0,0
VB,interrogate,0,0,0,0,0,0,0,0,0,0
VB,interrupt,0,0,0,0,0,0,0,0,0,0
VB,intimate,0,0,0,0,0,0,0,0,0,0
VB,intimidate,0,1,0,0,0,0,0,0,0,1
VB,intoxicate,0,0,0,1,0,0,0,0,1,0
VB,intrigue,0,0,0,0,0,0,1,1,0,0
VB,invade,1,1,1,0,0,0,1,0,0,1
VB,invalid,0,0,1,0,0,0,0,0,0,1
VB,invite,0,0,0,1,0,0,1,1,1,0
VB,invoke,0,0,0,0,0,0,0,1,0,0
VB,iron,0,0,0,0,0,0,0,0,0,0
VB,irritate,1,0,0,0,1,0,0,0,0,1
VB,isolate,0,0,1,0,0,0,0,0,0,1
VB,jab,0,0,0,0,0,0,0,0,0,0
VB,jail,0,1,1,0,0,0,0,0,0,1
VB,jar,0,1,1,0,0,0,0,0,0,1
VB,jaundice,0,1,0,0,0,0,0,0,0,1
VB,jaws,0,0,0,0,0,0,0,0,0,0
VB,jeopardize,1,1,0,0,0,0,0,0,0,1
VB,jerk,0,0,0,0,0,0,1,0,0,0
VB,jest,0,0,0,1,0,0,0,0,1,0
VB,jolt,0,0,0,0,0,0,1,0,0,0
VB,journey,0,0,0,0,0,0,0,0,0,0
VB,joy,0,0,0,1,0,0,0,0,1,0
VB,jump,0,0,0,0,0,0,0,0,0,0
VB,kennel,0,0,0,0,0,0,0,0,0,0
VB,kick,0,0,0,0,0,0,0,0,0,0
VB,kidnap,1,1,1,0,0,0,1,0,0,1
VB,kill,0,1,1,0,0,0,0,0,0,1
VB,kiss,0,0,0,1,0,0,1,1,1,0
VB,kite,0,0,0,0,1,0,0,0,0,1
VB,kitten,0,0,0,0,0,0,0,0,0,0
VB,knell,0,1,1,0,0,0,0,0,0,1
VB,label,0,0,0,0,0,0,0,0,0,0
VB,labor,0,0,0,1,0,1,1,1,1,0
VB,lace,0,0,0,0,0,0,0,0,0,0
VB,lag,0,0,0,0,0,0,0,0,0,0
VB,lamb,0,0,0,0,0,0,0,0,0,0
VB,lament,0,0,1,0,0,0,0,0,0,1
VB,languish,0,1,1,0,0,0,0,0,0,1
VB,lash,1,1,0,0,0,0,0,0,0,1
VB,laugh,0,0,0,1,0,0,1,0,1,0
VB,launch,0,0,0,0,0,0,0,0,0,0
VB,lead,0,0,0,0,0,1,0,0,1,0
VB,leaning,0,0,0,0,0,0,0,0,0,0
VB,leave,0,0,1,0,0,0,1,0,0,1
VB,leech,0,1,0,0,1,0,0,0,0,1
VB,leer,0,0,0,0,1,0,0,0,0,1
VB,legalize,0,0,0,0,0,0,0,0,0,0
VB,lessen,0,0,0,0,0,0,0,0,0,0
VB,letter,0,0,0,0,0,0,0,1,0,0
VB,level,0,0,0,0,0,0,0,0,0,0
VB,libel,1,1,0,0,0,0,0,0,0,1
VB,liberate,0,0,0,1,0,0,0,1,1,0
VB,lick,0,0,0,1,0,0,0,0,1,0
VB,lie,0,0,0,0,0,0,0,0,0,0
VB,liking,0,0,0,1,0,0,0,0,1,0
VB,limit,0,0,0,0,0,0,0,0,0,0
VB,line,0,0,0,0,0,0,0,0,0,0
VB,linger,0,0,0,0,0,0,0,1,0,0
VB,litigate,1,1,1,0,1,0,0,0,0,1
VB,loathe,1,0,0,0,1,0,0,0,0,1
VB,localize,0,0,0,0,0,0,0,0,0,0
VB,lodging,0,0,0,0,0,0,0,0,0,0
VB,long,0,0,0,0,0,0,0,1,0,0
VB,loom,0,1,0,0,0,0,0,1,0,1
VB,lord,0,0,0,0,0,0,0,0,0,0
VB,lose,0,1,1,0,0,0,0,0,0,1
VB,love,0,0,0,1,0,0,0,0,1,0
VB,lower,0,0,0,0,0,0,0,0,0,0
VB,lull,0,0,0,0,0,0,0,1,0,0
VB,lunge,0,0,0,0,0,0,1,0,0,0
VB,lust,0,0,0,0,0,0,0,1,0,0
VB,lynch,1,1,1,0,1,0,0,0,0,1
VB,machine,0,0,0,0,0,0,0,0,0,0
VB,madden,1,1,0,0,0,0,0,0,0,1
VB,mail,0,0,0,0,0,0,0,0,0,0
VB,malign,1,0,0,0,1,0,0,0,0,1
VB,manage,0,0,0,0,0,1,0,0,1,0
VB,mangle,1,1,1,0,1,0,0,0,0,1
VB,manure,0,0,0,0,0,0,0,0,0,0
VB,marry,0,0,0,1,0,1,1,1,1,0
VB,marshal,0,0,0,0,0,0,0,0,0,0
VB,martyr,0,1,1,0,0,0,0,0,0,1
VB,marvel,0,0,0,0,0,0,1,0,0,0
VB,massacre,1,1,1,0,1,0,0,0,0,1
VB,massage,0,0,0,0,0,0,0,0,0,0
VB,mate,0,0,0,0,0,1,0,0,1,0
VB,measure,0,0,0,0,0,0,0,0,0,0
VB,meddle,1,0,0,0,0,0,0,0,0,1
VB,mediate,0,0,0,0,0,1,0,1,1,0
VB,meditate,0,0,0,1,0,1,0,0,1,0
VB,menace,1,1,0,0,0,0,0,0,0,1
VB,mentor,0,0,0,0,0,1,0,0,1,0
VB,merge,0,0,0,0,0,0,0,1,0,0
VB,merit,0,0,0,0,0,1,0,0,1,0
VB,mess,0,0,0,0,0,0,0,0,0,0
VB,mildew,0,0,0,0,1,0,0,0,0,1
VB,mill,0,0,0,0,0,0,0,0,0,0
VB,mire,0,0,0,0,1,0,0,0,0,1
VB,misconduct,0,0,0,0,1,0,0,0,0,1
VB,misguide,0,0,0,0,1,0,0,0,0,1
VB,mislead,1,0,0,0,1,0,0,0,0,1
VB,misplace,1,0,0,0,1,0,0,0,0,1
VB,misrepresent,1,0,0,0,0,0,0,0,0,1
VB,miss,0,0,0,0,0,0,0,0,0,0
VB,mistake,0,0,0,0,0,0,0,0,0,0
VB,mistrust,0,1,0,0,1,0,0,0,0,1
VB,misunderstanding,0,0,0,0,0,0,0,0,0,0
VB,moan,0,0,1,0,0,0,0,0,0,1
VB,mob,0,0,0,0,0,0,0,0,0,0
VB,mock,1,0,1,0,1,0,0,0,0,1
VB,modify,0,0,0,0,0,0,0,0,0,0
VB,mooring,0,0,0,0,0,0,0,0,0,0
VB,mortgage,0,0,0,0,0,0,0,0,0,0
VB,mother,0,0,0,0,0,1,0,0,1,0
VB,motion,0,0,0,0,0,0,0,0,0,0
VB,mourn,0,0,1,0,0,0,0,0,0,1
VB,mouth,0,0,0,0,0,0,0,0,0,0
VB,muck,0,0,0,0,1,0,0,0,0,1
VB,muddy,0,0,0,0,0,0,0,0,0,0
VB,muff,0,0,0,0,0,0,0,0,0,0
VB,mug,1,1,1,0,0,0,0,0,0,1
VB,murder,1,1,1,0,1,0,0,0,0,1
VB,mutilate,0,0,0,0,1,0,0,0,0,1
VB,mutiny,1,1,0,0,1,0,1,0,0,1
VB,mutter,0,0,0,0,0,0,0,0,0,0
VB,muzzle,0,0,0,0,0,0,0,0,0,0
VB,nab,0,0,0,0,0,0,1,0,0,0
VB,nag,1,0,0,0,0,0,0,0,0,1
VB,nap,0,0,0,0,0,0,0,0,0,0
VB,negative,0,0,1,0,0,0,0,0,0,1
VB,neglect,1,0,1,0,1,0,0,0,0,1
VB,negotiate,0,0,0,0,0,0,0,0,0,0
VB,neighbor,0,0,0,0,0,0,0,0,0,0
VB,nest,0,0,0,0,0,0,0,0,0,0
VB,nestle,0,0,0,0,0,1,0,0,1,0
VB,nettle,1,0,0,0,1,0,0,0,0,1
VB,network,0,0,0,0,0,0,0,0,0,0
VB,noose,0,0,1,0,0,0,0,0,0,1
VB,nose,0,0,0,0,0,0,0,0,0,0
VB,nullify,0,0,0,0,0,0,0,0,0,0
VB,nurse,0,0,0,0,0,0,0,0,0,0
VB,nurture,0,0,0,1,0,0,0,1,1,0
VB,obey,0,1,0,0,0,1,0,0,1,1
VB,oblige,1,1,0,0,1,0,0,1,0,1
VB,obliterate,1,1,1,0,0,0,0,0,0,1
VB,obstruct,0,0,0,0,0,0,0,0,0,0
VB,occult,0,0,0,0,0,0,0,0,0,0
VB,offend,1,0,0,0,1,0,0,0,0,1
VB,offer,0,0,0,0,0,0,0,0,0,0
VB,officer,0,0,0,0,0,0,0,0,0,0
VB,offset,0,0,0,0,0,0,0,0,0,0
VB,omen,0,0,0,0,0,0,0,1,0,0
VB,ooze,0,0,0,0,0,0,0,0,0,0
VB,oppose,1,1,0,0,0,0,0,0,0,1
VB,oppress,1,1,1,0,1,0,0,0,0,1
VB,ordain,0,0,0,0,0,0,0,0,0,0
VB,orphan,0,1,1,0,0,0,0,0,0,1
VB,oust,1,0,1,0,0,0,0,0,0,1
VB,outcry,1,1,0,0,0,0,1,0,0,1
VB,outdo,0,0,0,0,0,0,0,1,0,0
VB,outrage,1,0,0,0,1,0,0,0,0,1
VB,overbear,1,0,0,0,0,0,0,0,0,1
VB,overestimate,0,0,0,0,0,0,0,0,0,0
VB,overjoy,0,0,0,1,0,0,0,0,1,0
VB,overload,0,0,1,0,0,0,0,0,0,1
VB,overpower,0,0,0,0,0,0,0,0,0,0
VB,overprice,0,0,0,0,0,0,0,0,0,0
VB,overthrow,0,1,0,0,0,0,0,1,0,1
VB,overwhelm,0,0,1,0,0,0,0,0,0,1
VB,owe,0,0,1,0,0,0,0,0,0,1
VB,paddle,0,0,0,0,0,0,0,0,0,0
VB,pain,0,1,1,0,0,0,0,0,0,1
VB,palsy,0,1,1,0,1,0,0,0,0,1
VB,panic,0,1,0,0,0,0,0,0,0,1
VB,parachute,0,0,0,0,0,0,0,0,0,0
VB,parade,0,0,0,0,0,0,0,0,0,0
VB,paralyze,0,1,1,0,0,0,0,0,0,1
VB,pare,0,0,0,0,0,0,0,0,0,0
VB,parole,0,0,0,0,0,0,0,1,0,0
VB,parrot,0,0,0,0,1,0,0,0,0,1
VB,partake,0,0,0,0,0,0,0,0,0,0
VB,parting,0,0,1,0,0,0,0,0,0,1
VB,patrol,0,0,0,0,0,1,0,0,1,0
VB,patronage,0,0,0,0,0,1,0,0,1,0
VB,patter,0,0,0,0,0,0,0,0,0,0
VB,pawn,0,0,0,0,0,0,0,0,0,0
VB,pay,0,0,0,0,0,0,0,0,0,0
VB,perceive,0,0,0,0,0,0,0,0,0,0
VB,perfect,0,0,0,1,0,1,0,1,1,0
VB,peril,0,1,1,0,0,0,0,1,0,1
VB,perish,0,1,1,0,0,0,0,0,0,1
VB,perpetuate,0,0,0,0,0,0,0,1,0,0
VB,persecute,1,1,0,0,0,0,0,0,0,1
VB,persuade,0,0,0,0,0,0,0,0,0,0
VB,pervert,1,0,0,0,1,0,0,0,0,1
VB,picket,0,0,0,0,0,0,0,0,0,0
VB,picnic,0,0,0,1,0,0,1,1,1,0
VB,pig,0,0,0,0,1,0,0,0,0,1
VB,pile,0,0,0,0,0,0,0,0,0,0
VB,pillage,1,1,0,0,1,0,0,0,0,1
VB,pilot,0,0,0,0,0,0,0,0,0,0
VB,pine,0,0,1,0,0,0,0,0,0,1
VB,pinion,0,1,0,0,0,0,0,0,0,1
VB,pique,1,0,0,0,0,0,0,0,0,1
VB,pirate,0,0,0,0,1,0,0,0,0,1
VB,pith,0,0,0,0,0,0,0,0,0,0
VB,pity,0,0,1,0,0,0,0,0,0,1
VB,pivot,0,0,0,0,0,0,0,0,0,0
VB,placard,0,0,0,0,0,0,0,0,0,0
VB,plague,0,1,1,0,1,0,0,0,0,1
VB,plan,0,0,0,0,0,0,0,1,0,0
VB,please,0,0,0,1,0,0,0,0,1,0
VB,pledge,0,0,0,0,0,1,0,0,1,0
VB,plight,0,0,0,0,0,0,0,0,0,0
VB,plummet,0,1,0,0,0,0,0,0,0,1
VB,plump,0,0,0,0,0,0,0,1,0,0
VB,plunder,1,1,1,0,1,0,0,0,0,1
VB,plunge,0,1,0,0,0,0,0,0,0,1
VB,poach,1,1,1,0,1,0,0,0,0,1
VB,poison,1,1,1,0,1,0,0,0,0,1
VB,poke,0,0,0,0,0,0,0,0,0,0
VB,police,0,0,0,0,0,0,0,0,0,0
VB,poll,0,0,0,0,0,0,0,0,0,0
VB,pollute,0,0,0,0,1,0,0,0,0,1
VB,pop,0,0,0,0,0,0,0,0,0,0
VB,possess,0,0,0,0,0,0,0,0,0,0
VB,pound,1,0,0,0,0,0,0,0,0,1
VB,practice,0,0,0,0,0,0,0,0,0,0
VB,practise,0,0,0,0,0,0,0,1,0,0
VB,praise,0,0,0,1,0,1,0,0,1,0
VB,prank,0,0,0,0,0,0,1,0,0,0
VB,pray,0,0,0,0,0,1,0,0,1,0
VB,preclude,0,0,0,0,0,0,0,0,0,0
VB,predict,0,0,0,0,0,0,0,1,0,0
VB,predispose,0,0,0,0,0,0,0,1,0,0
VB,prefer,0,0,0,0,0,0,0,1,0,0
VB,prejudice,1,0,0,0,0,0,0,0,0,1
VB,premeditate,0,0,0,0,0,0,0,1,0,0
VB,prepare,0,0,0,0,0,0,0,1,0,0
VB,present,0,0,0,0,0,0,0,0,0,0
VB,pretend,0,0,0,0,1,0,0,0,0,1
VB,prevail,0,0,0,0,0,0,0,0,0,0
VB,prevent,0,0,0,0,0,0,0,0,0,0
VB,prey,0,1,0,0,0,0,0,0,0,1
VB,prick,0,0,0,0,0,0,0,0,0,0
VB,pride,0,0,0,1,0,0,0,0,1,0
VB,privilege,0,0,0,1,0,0,0,0,1,0
VB,proceed,0,0,0,0,0,0,0,1,0,0
VB,proctor,0,0,0,0,0,0,0,0,0,0
VB,profane,1,0,0,0,0,0,0,0,0,1
VB,progress,0,0,0,1,0,0,0,1,1,0
VB,prohibit,1,1,0,0,1,0,0,0,0,1
VB,prolong,0,0,0,0,0,0,0,1,0,0
VB,promise,0,0,0,0,0,1,0,0,1,0
VB,proof,0,0,0,0,0,1,0,0,1,0
VB,prosecute,1,1,1,0,0,0,0,0,0,1
VB,prosper,0,0,0,1,0,0,0,1,1,0
VB,prostitute,0,0,0,0,1,0,0,0,0,1
VB,protect,0,0,0,0,0,1,0,0,1,0
VB,prove,0,0,0,0,0,1,0,0,1,0
VB,provide,0,0,0,0,0,1,0,1,1,0
VB,provoke,0,0,0,0,0,0,0,0,0,0
VB,prowl,0,0,0,0,0,0,1,0,0,0
VB,pry,0,0,0,0,0,0,0,1,0,0
VB,puke,0,0,0,0,1,0,0,0,0,1
VB,punch,1,1,1,0,0,0,1,0,0,1
VB,punish,0,1,0,0,0,0,0,0,0,1
VB,punishing,1,1,1,0,0,0,0,0,0,1
VB,punt,0,0,0,0,0,0,0,0,0,0
VB,purge,0,1,0,0,0,0,0,0,0,1
VB,purify,0,0,0,0,0,0,0,1,0,0
VB,purr,0,0,0,0,0,0,0,0,0,0
VB,quack,0,0,0,0,0,0,0,0,0,0
VB,quail,0,1,0,0,0,0,0,0,0,1
VB,quake,0,1,0,0,0,0,0,0,0,1
VB,qualify,0,0,0,0,0,1,0,0,1,0
VB,quarantine,0,1,0,0,0,0,0,0,0,1
VB,quarrel,1,0,0,0,0,0,0,0,0,1
VB,quash,1,0,0,0,0,0,0,0,0,1
VB,quest,0,0,0,0,0,0,0,1,0,0
VB,quicken,0,0,0,0,0,0,0,1,0,0
VB,quiet,0,0,0,0,0,0,0,0,0,0
VB,quiver,0,1,0,0,0,0,0,0,0,1
VB,quote,0,0,0,0,0,0,0,0,0,0
VB,rack,0,0,0,0,0,0,0,0,0,0
VB,raffle,0,0,0,0,0,0,1,1,0,0
VB,rag,0,0,0,0,1,0,0,0,0,1
VB,rage,1,0,0,0,0,0,0,0,0,1
VB,raid,1,1,0,0,0,0,1,0,0,1
VB,rail,1,0,0,0,0,0,0,1,0,1
VB,ram,1,0,0,0,0,0,0,1,0,1
